SKU;Назва;Статус;Ціна постач. стара;Ціна постач. нова;Зміна постач. %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Джерело CPA;Наявність;Залишок;Алерт;Причина алерту
GM333A;Безконтактний інфрачервоний термометр (пірометр) кол дисплей;ok;634.00;634.00;+0.00%;820.00;730.00;-10.98%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM505;Диференціальний мікроманометр USB ± 2,49 кПа BENETECH GM505;ok;8864.00;8864.00;+0.00%;11040.00;10220.00;-7.43%;15.24%;Манометры;Так;*;Ні;
GM510;Диференціальний мікроманометр USB ± 10 кПа BENETECH GM510;ok;2983.00;2983.00;+0.00%;41890.00;3440.00;-91.79%;15.24%;Манометры;Ні;*;Так;відсутній у фіді + подешевшало на 91.8%
GM511;Диференціальний мікроманометр USB ± 10 кПа BENETECH GM511;ok;3925.00;3925.00;+0.00%;6850.00;4530.00;-33.87%;15.24%;Манометры;Ні;*;Так;відсутній у фіді + подешевшало на 33.9%
GM520;Диференціальний мікроманометр USB ± 35 кПа BENETECH GM520;ok;4824.00;4824.00;+0.00%;6020.00;5560.00;-7.64%;15.24%;Манометры;Так;*;Ні;
GM530;Безконтактний інфрачервоний термометр (пірометр) -50-530° C ;ok;657.00;657.00;+0.00%;1290.00;760.00;-41.09%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Так;подешевшало на 41.1%
GM531;Безконтактний інфрачервоний термометр (пірометр) -50-530° C ;ok;634.00;634.00;+0.00%;1530.00;730.00;-52.29%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Так;подешевшало на 52.3%
GM533;Безконтактний інфрачервоний термометр (пірометр) кол дисплей;ok;634.00;634.00;+0.00%;850.00;730.00;-14.12%;14.69%;Термометры, пирометры, тепловизоры;Ні;*;Так;відсутній у фіді
GM533A;Безконтактний інфрачервоний термометр (пірометр) кол дисплей;ok;669.00;669.00;+0.00%;860.00;770.00;-10.47%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM550;Безконтактний інфрачервоний термометр (пірометр) -50-550° C ;ok;838.00;838.00;+0.00%;1070.00;970.00;-9.35%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM550E;Безконтактний інфрачервоний термометр (пірометр) -50-550° C ;ok;993.00;993.00;+0.00%;1260.00;1140.00;-9.52%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM550F;Безконтактний інфрачервоний термометр (термодетектора-піроме;ok;827.00;827.00;+0.00%;1060.00;950.00;-10.38%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GM550H;Безконтактний інфрачервоний термометр (пірометр) кол дисплей;ok;946.00;946.00;+0.00%;1200.00;1090.00;-9.17%;14.69%;Термометры, пирометры, тепловизоры;Ні;*;Так;відсутній у фіді
GM60;Кабельний тестер BENETECH GM60;ok;1092.00;1092.00;+0.00%;1390.00;1250.00;-10.07%;13.81%;Кабельные тестеры, wi-fi тестеры;Так;*;Ні;
GM605;Вологомір деревини 0-41% (28 порід 4 типу) BENETECH GM605;ok;776.00;776.00;+0.00%;2100.00;890.00;-57.62%;14.51%;Влагомеры;Так;*;Так;подешевшало на 57.6%
GM610;Вологомір деревини + термогігрометр 2-70% (28 порід 4 типу) ;ok;1347.00;1347.00;+0.00%;2460.00;1550.00;-36.99%;14.51%;Влагомеры;Так;*;Так;подешевшало на 37.0%
GM62;Кабельний тестер (перешкодостійкий) BENETECH GM62;ok;1407.00;1407.00;+0.00%;1840.00;1610.00;-12.50%;13.81%;Кабельные тестеры, wi-fi тестеры;Ні;*;Так;відсутній у фіді
GM620;Вологомір деревини + термогігрометр 2-70% внесений щуп (28 п;ok;1957.00;1957.00;+0.00%;2550.00;2250.00;-11.76%;14.51%;Влагомеры;Так;*;Ні;
GM630;Вологомір деревини безконтактний 0,5-79,5% BENETECH GM630;ok;1384.00;1384.00;+0.00%;1750.00;1590.00;-9.14%;14.51%;Влагомеры;Так;*;Ні;
GM63B;Віброметр виносний датчик BENETECH GM63B;ok;9755.00;9755.00;+0.00%;12150.00;11190.00;-7.90%;14.69%;Шумомеры;Так;*;Ні;
GM64-10MW;Візуальний дефектоскоп (10mW) BENETECH GM64-10mW;ok;845.00;845.00;+0.00%;1080.00;970.00;-10.19%;13.81%;Кабельные тестеры, wi-fi тестеры;Так;*;Ні;
GM64-1MW;Візуальній дефектоскоп (1mW) BENETECH GM64-1mW;ok;702.00;702.00;+0.00%;900.00;800.00;-11.11%;13.81%;Кабельные тестеры, wi-fi тестеры;Так;*;Ні;
GM640;Вологомір зерна 5-30% (8 типів зернових) BENETECH GM640;ok;2508.00;2508.00;+0.00%;3140.00;2880.00;-8.28%;14.51%;Влагомеры;Так;*;Ні;
GM650;Портативний влагомер зерна (7,5~55%) BENETECH GM650;ok;965.00;965.00;+0.00%;3770.00;1110.00;-70.56%;14.51%;Влагомеры;Ні;*;Так;відсутній у фіді + подешевшало на 70.6%
GM650A;Портативний вологомір зерна Зонд 30см (7,5~55%) BENETECH GM6;ok;1151.00;1151.00;+0.00%;2010.00;1320.00;-34.33%;14.51%;Влагомеры;Так;*;Так;подешевшало на 34.3%
GM700;Безконтактний інфрачервоний термометр (пірометр) -50-750° C ;ok;1867.00;1867.00;+0.00%;7690.00;2150.00;-72.04%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Так;подешевшало на 72.0%
GM760;Вимірювач кислотності та температури (pH-метр) 0-14 pH BENET;ok;1431.00;1431.00;+0.00%;2140.00;1650.00;-22.90%;15.00%;default;Так;*;Так;подешевшало на 22.9%
GM761;Вимірювач кислотності та температури (pH-метр) 0-14 pH BENET;ok;1684.00;1684.00;+0.00%;2120.00;1940.00;-8.49%;15.00%;default;Ні;*;Так;відсутній у фіді
GM816;Анемометр 0,1-30м/с -10-45°C BENETECH GM816;ok;722.00;722.00;+0.00%;930.00;810.00;-12.90%;11.06%;Анемометры;Так;*;Ні;
GM816A;Анемометр 0,1-30м/с -10-45°C BENETECH GM816A;ok;946.00;946.00;+0.00%;1200.00;1060.00;-11.67%;11.06%;Анемометры;Так;*;Ні;
GM86;Вимірювач споживання електроенергії (ватметр) 10A BENETECH G;ok;656.00;656.00;+0.00%;1620.00;760.00;-53.09%;15.00%;default;Так;*;Так;подешевшало на 53.1%
GM87;Вимірювач споживання електроенергії (ватметр) 1A BENETECH GM;ok;721.00;721.00;+0.00%;2420.00;830.00;-65.70%;15.00%;default;Ні;*;Так;відсутній у фіді + подешевшало на 65.7%
GM8800A;Детектор горючих газів регулювання чутливості 10% LEL BENETE;ok;2319.00;2319.00;+0.00%;2910.00;2660.00;-8.59%;14.69%;Газоанализаторы;Так;*;Ні;
GM8800B;Детектор горючих газів регулювання чутливості 10% LEL BENETE;ok;1881.00;1881.00;+0.00%;2370.00;2160.00;-8.86%;14.69%;Течеискатели;Так;*;Ні;
GM8801;Монітор формальдегіду (HCHO 0-50° C 10-90%) BENETECH GM8801;ok;4209.00;4209.00;+0.00%;5260.00;4830.00;-8.17%;14.69%;Газоанализаторы;Ні;*;Так;відсутній у фіді
GM8802;Монітор концентрації вуглекислого газу + термогігрометр (0-2;ok;9035.00;9035.00;+0.00%;16450.00;10370.00;-36.96%;14.69%;Газоанализаторы;Так;*;Так;подешевшало на 37.0%
GM8803;"Детектор якості повітря (PM2,5; PM10 0-50° C) BENETECH GM880";ok;4913.00;4913.00;+0.00%;6130.00;5650.00;-7.83%;15.00%;default;Так;*;Ні;
GM8804;"Детектор якості повітря (PM2,5; PM10 HCHO 0-50° C) BENETECH ";ok;6945.00;6945.00;+0.00%;8660.00;7970.00;-7.97%;14.69%;Газоанализаторы;Так;*;Ні;
GM8805;Детектор чадного газу CO + термометр (0-1000 ppm 0-50° C) BE;ok;3453.00;3453.00;+0.00%;4320.00;3970.00;-8.10%;14.69%;Газоанализаторы;Ні;*;Так;відсутній у фіді
GM8806;Газоаналізатор аміаку NH3+термометр (0-100 ppm 0-50 °C) BENE;ok;12004.00;12004.00;+0.00%;14940.00;13770.00;-7.83%;14.69%;Газоанализаторы;Ні;*;Так;відсутній у фіді
GM89;Вимірювач споживання електроенергії (ватметр) 16A BENETECH G;ok;1085.00;1085.00;+0.00%;1380.00;1260.00;-8.70%;15.51%;Мультиметры;Так;*;Ні;
GM8901;Анемометр виносна крильчатка 0,8-45м/с -10-45° C BENETECH GM;ok;2143.00;2143.00;+0.00%;2690.00;2390.00;-11.15%;11.06%;Анемометры;Так;*;Ні;
GM8901X;Анемометр виносна телескопічна крильчатка 0,8-45м/с -10-45° ;ok;2185.00;2185.00;+0.00%;2740.00;2430.00;-11.31%;11.06%;Анемометры;Так;*;Ні;
GM8902;Анемометр USB виносна крильчатка 0,3-45м/с 0-45° C BENETECH ;ok;2815.00;2815.00;+0.00%;3530.00;3130.00;-11.33%;11.06%;Анемометры;Так;*;Ні;
GM8902X;Анемометр USB виносна телескопічна крильчатка 0,3-45м/с 0-45;ok;3487.00;3487.00;+0.00%;4360.00;3880.00;-11.01%;11.06%;Анемометры;Так;*;Ні;
GM8903;Анемометр USB 0,3-30м/с 0-45°C BENETECH GM8903;ok;7619.00;7619.00;+0.00%;9490.00;8470.00;-10.75%;11.06%;Анемометры;Так;*;Ні;
GM8904;UART цифровий анемометр 0,8-45м/с 0-50° C BENETECH GM8904;ok;1206.00;1206.00;+0.00%;1530.00;1340.00;-12.42%;11.06%;Анемометры;Так;*;Ні;
GM8905;Тахометр безконтактний BENETECH GM8905;ok;968.00;968.00;+0.00%;1230.00;1120.00;-8.94%;14.69%;Тахометры, спидометры;Так;*;Ні;
GM8906;Тахометр контактний BENETECH GM8906;ok;1127.00;1127.00;+0.00%;1430.00;1300.00;-9.09%;14.69%;Тахометры, спидометры;Так;*;Ні;
GM8908;Анемометр 0,1-30м/с -10-45°C BENETECH GM8908;ok;632.00;632.00;+0.00%;810.00;710.00;-12.35%;11.06%;Анемометры;Так;*;Ні;
GM8909;Анемометр виносна телескопічна крильчатка 0,3-45м/с 0-45° C ;ok;1918.00;1918.00;+0.00%;2410.00;2140.00;-11.20%;11.06%;Анемометры;Так;*;Ні;
GM8910;Анемометр багатоцільовий барометр альтиметр люксметр гігроме;ok;2469.00;2469.00;+0.00%;3100.00;2750.00;-11.29%;11.06%;Анемометры;Так;*;Ні;
GM900;Безконтактний інфрачервоний термометр (пірометр) -50-950° C ;ok;1749.00;1749.00;+0.00%;2340.00;2010.00;-14.10%;14.69%;Термометры, пирометры, тепловизоры;Так;*;Ні;
GNBA0501;Набір надфілів алмазних 5oд TOPTUL GNBA0501;ok;734.00;734.00;+0.00%;940.00;840.00;-10.64%;13.55%;Напильники и надфили;Так;*;Ні;
GNBA0601;Набір надфілів L160мм 6oд TOPTUL GNBA0601;ok;424.00;424.00;+0.00%;550.00;490.00;-10.91%;13.55%;Напильники и надфили;Так;*;Ні;
GNBA0801;Ключ сантехнічний універсальний самозатискний 9-32мм 8од TOP;ok;1464.00;1464.00;+0.00%;1850.00;1690.00;-8.65%;15.14%;Трубные ключи;Так;*;Ні;
GP3J800;Знімач 3-х лапий 4-х позиційний L800 жовтий (ХЗСО) GP3J800;ok;6519.00;6519.00;+0.00%;8130.00;7480.00;-8.00%;14.60%;Съемники подшипников;Ні;*;Так;відсутній у фіді
GPAA2602;Набір ключів комбінованих 26 шт 6-32мм подовжених TOPTUL GPA;ok;8212.00;8212.00;+0.00%;10230.00;9440.00;-7.72%;14.88%;Наборы ключей;Так;*;Ні;
GPAH0804;Набір накидних ключів 6-22мм ( кут 45° ) 8од GAAA0807 TOPTUL;ok;1672.00;1672.00;+0.00%;2110.00;1930.00;-8.53%;14.88%;Наборы ключей;Так;*;Ні;
GPAN1201;Набір ключів комбінованих (кут 75°) 12од 8-22мм (чорний чохо;ok;2678.00;2678.00;+0.00%;3360.00;3080.00;-8.33%;14.88%;Наборы ключей;Так;*;Ні;
GPAP0602;Набір накидних супердовгих ключів 6од GPAP0602 TOPTUL GPAP06;ok;3355.00;3355.00;+0.00%;4200.00;3860.00;-8.10%;14.88%;Наборы ключей;Так;*;Ні;
GPAQ0401;Набір знімачів стопорних кілець 4oд (У чохлі) TOPTUL GPAQ040;ok;2219.00;2219.00;+0.00%;2790.00;2550.00;-8.60%;14.60%;Съемники стопорных колец;Так;*;Ні;
GPAQ0402;Набір знімачів стопорних кілець посилених 4oд (в чохлі) TOPT;ok;3126.00;3126.00;+0.00%;3910.00;3590.00;-8.18%;14.60%;Съемники стопорных колец;Так;*;Ні;
GPAQ0502;Набір ключів розрізних 5 шт.8-24 (чорний чохол) TOPTUL GPAQ0;ok;1760.00;1760.00;+0.00%;2210.00;2030.00;-8.14%;15.14%;Разрезные ключи;Так;*;Ні;
GPAQ0503;Набір напилків в чохлі 5oд TOPTUL GPAQ0503;ok;1850.00;1850.00;+0.00%;2330.00;2110.00;-9.44%;13.55%;Напильники и надфили;Так;*;Ні;
GPAQ0505;Набір зубил в чохлі 5oд TOPTUL GPAQ0505;ok;1005.00;1005.00;+0.00%;1280.00;1160.00;-9.38%;15.34%;Пробойники, зубила, бородки;Так;*;Ні;
