sku	причина	rz_id	категорія	характеристик постачальника	характеристик після фільтрів	характеристики	назва
1442596455	менше 3 характеристик	4659561	Оливи та мастила автомобільні	2	2	Бренд | Об’єм рідини	Аерозольна консистентне брудовідштовхуюча змащення 500 мл S477 Forch (65005610)
1451151452	менше 3 характеристик	4654188	Рихтувальне обладнання	1	1	Бренд	Ключ для рихтування легкосплавних дисків ХЗСО (RSTW0401)
1461292352	менше 3 характеристик	4643976	Автосканери	1	1	Бренд	Вантажний комплект адаптерів і для X-431 PAD V Launch (301180746)
1466812642	менше 3 характеристик	4649526	Паяльники для пластикових труб	2	2	Бренд | Напруга живлення	Термостеплер для відновлення і ремонту пластикових деталей Toptul (JGAI0102)
1466812650	менше 3 характеристик	4649526	Паяльники для пластикових труб	1	1	Бренд	Комплект скоб для пайки пластику 100 шт. V-тип 0.6 мм Toptul (JLAV0306)
1466812673	менше 3 характеристик	4649526	Паяльники для пластикових труб	1	1	Бренд	Комплект скоб для пайки пластику 100 шт W-тип 0.6 мм Toptul (JLAV0206)
1466812693	менше 3 характеристик	4649526	Паяльники для пластикових труб	1	1	Бренд	Комплект скоб для пайки пластику 100 шт W-тип 0.8 мм Toptul (JLAV0208)
1480578069	менше 3 характеристик	4643976	Автосканери	1	1	Бренд	Модуль розширення ScopeBox осцилограф для сканерів PAD O2-1 Launch (O2-2)
1480578070	менше 3 характеристик	4643976	Автосканери	1	1	Бренд	Модуль розширення SensorBox імітатор датчиків для сканерів PAD SBS2-2 Launch (S2-2)
1504979290	менше 3 характеристик	4630800	Ремонтні комплекти кермових механізмів	1	1	Бренд	Болт з гайкою M10 L350mm для JGAI2701 Toptul (JLBJ1035)
1525220821	менше 3 характеристик	4643976	Автосканери	1	1	Бренд	RF-датчик TPMS 433/315 МГц програмований універсальний метал. 307110008 Launch (LTR-01)
1531914682	менше 3 характеристик	4658102	Товщиноміри фарби	1	1	Бренд	USB-Кабель для передачі даних на ПК EXCEL PROTESTER (5000-01)
1545647450	менше 3 характеристик	4676159	Автоклімат	2	2	Бренд | Напруга живлення	Озонатор повітря автомобільний 10 р/год від прикурювача 12B генератор озону G. I. KRAFT G.I.Kraft (GI03030-12V)
1572871564	менше 3 характеристик	307032	Анемометри	1	1	Бренд	Термоанемометр USB 0 3-30м/с 0-45°C Benetech (GT8911)
1583097647	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Кліщі для зняття хомутів Toptul (JDAM0512)
1583097650	менше 3 характеристик	4668955	Знімачі	2	2	Бренд | Стан	Набір для демонтажу скла 7 од. в ложементі тип B Toptul (GEB0708)
1583097661	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Ніж для демонтажу ущільнювач скла Toptul (JJCD0101)
1583097663	менше 3 характеристик	4668955	Знімачі	1	1	Бренд	Комплект лез до ножа JJCD0101 6шт. Toptul (JLBH0401)
1620220820	менше 3 характеристик	154981	Фарбопульти	1	2	Бренд | Тип	Ремонтний комплект для краскопультів GLOSS-2 Italco (RK-GLOSS-2)
1620220822	менше 3 характеристик	4659561	Оливи та мастила автомобільні	1	1	Бренд	Мастило літієве консистентне в тубі 400 г гладь TOPTUL (DL-H-2)
1620220823	менше 3 характеристик	4659561	Оливи та мастила автомобільні	1	1	Бренд	Мастило літієве консистентне в тубі 400 г Premium gul TOPTUL (DLK-HEP-2)
1620220826	менше 3 характеристик	154981	Фарбопульти	1	2	Бренд | Тип	Ремонтний комплект для краскопультів SHINE-MINI Italco (RK-SHINE-MINI)
1625650712	менше 3 характеристик	4643976	Автосканери	1	1	Бренд	Модуль настроювання системи контролю тиску в шинах TPMS і 4 датчики LTR-01 Launch (X-431 TSGUN PRO)
1625650713	менше 3 характеристик	4643976	Автосканери	1	1	Бренд	Автомобільний сканер для роботи із системою TPMS Launch (CRT-511)
1625650715	менше 3 характеристик	4644008	Тестери і вимірники автомобільні	1	1	Бренд	Генератор диму Turbo Launch (SLD-501)
1625650716	менше 3 характеристик	4643976	Автосканери	2	2	Бренд | Зчитування та стирання кодів несправностей	Автомобільний сканер Creader ELITE Launch (CRE916)
1625650717	менше 3 характеристик	4644008	Тестери і вимірники автомобільні	1	1	Бренд	Димогенератор EVAP Launch (SLD-502)
1631125583	менше 3 характеристик	4668961	Інструмент для змащувальних матеріалів	2	2	Бренд | Об'єм	Шприц-маслянка пневматичний з гнучним шлангом 12" Airkraft (AT-6036)
1631125584	менше 3 характеристик	4668961	Інструмент для змащувальних матеріалів	2	2	Бренд | Об'єм	Шприц-маслянка пневматичний PROFI Airkraft (AT-6036N)
